Experiment,Temperature,GrowthRate,Voltage,Pressure,Time
3,625,74.0,0.3,12,318
3,625,74.0,0.3,12,320
3,625,74.0,0.3,12,322
3,625,74.0,0.3,12,324
3,625,74.0,0.3,12,326
3,625,74.0,0.3,12,328
3,625,74.0,0.3,12,330
3,625,74.0,0.3,12,332
3,625,74.0,0.3,12,334
3,625,74.0,0.3,12,336
3,625,74.0,0.3,12,338
3,625,74.0,0.3,12,340
3,625,74.0,0.3,12,342
3,625,74.0,0.3,12,344
3,625,74.0,0.3,12,346
3,625,74.0,0.3,12,348
3,625,74.0,0.3,12,350
3,625,74.0,0.3,12,352
3,625,74.0,0.3,12,354
3,625,74.0,0.3,12,356
3,625,74.0,0.3,12,358
3,625,74.0,0.3,12,360
3,625,74.0,0.3,12,362
3,625,74.0,0.3,12,364
3,625,74.0,0.3,12,366
3,625,74.0,0.3,12,368
3,625,74.0,0.3,12,370
3,625,74.0,0.3,12,372
3,625,74.0,0.3,12,374
3,625,74.0,0.3,12,376
3,625,74.0,0.3,12,378
3,625,74.0,0.3,12,380
3,625,74.0,0.3,12,382
3,625,74.0,0.3,12,384
3,625,74.0,0.3,12,386
3,625,74.0,0.3,12,388
3,625,74.0,0.3,12,390
3,625,74.0,0.3,12,392
3,625,74.0,0.3,12,394
3,625,74.0,0.3,12,396
3,625,74.0,0.3,12,398
3,625,74.0,0.3,12,400
3,625,74.0,0.3,12,402
3,625,74.0,0.3,12,404
3,625,74.0,0.3,12,406
3,625,74.0,0.3,12,408
3,625,74.0,0.3,12,410
3,625,74.0,0.3,12,412
3,625,74.0,0.3,12,414
3,625,74.0,0.3,12,416
3,625,74.0,0.3,12,418
3,625,74.0,0.3,12,420
3,625,74.0,0.3,12,422
3,625,74.0,0.3,12,424
3,625,74.0,0.3,12,426
3,625,74.0,0.3,12,428
3,625,74.0,0.3,12,430
3,625,74.0,0.3,12,432
3,625,74.0,0.3,12,434
3,625,74.0,0.3,12,436
3,625,74.0,0.3,12,438
3,625,74.0,0.3,12,440
3,625,74.0,0.3,12,442
3,625,74.0,0.3,12,444
3,625,74.0,0.3,12,446
3,625,74.0,0.3,12,448
3,625,74.0,0.3,12,450
3,625,74.0,0.3,12,452
3,625,74.0,0.3,12,454
3,625,74.0,0.3,12,456
3,625,74.0,0.3,12,458
3,625,74.0,0.3,12,460
3,625,74.0,0.3,12,462
3,625,74.0,0.3,12,464
3,625,74.0,0.3,12,466
3,625,74.0,0.3,12,468
3,625,74.0,0.3,12,470
3,625,74.0,0.3,12,472
3,625,74.0,0.3,12,474
3,625,74.0,0.3,12,476
3,625,74.0,0.3,12,478
3,625,74.0,0.3,12,480
3,625,74.0,0.3,12,482
3,625,74.0,0.3,12,484
3,625,74.0,0.3,12,486
3,625,74.0,0.3,12,488
3,625,74.0,0.3,12,490
3,625,74.0,0.3,12,492
3,625,74.0,0.3,12,494
3,625,74.0,0.3,12,496
3,625,74.0,0.3,12,498
3,625,74.0,0.3,12,500
3,625,74.0,0.3,12,502
3,625,74.0,0.3,12,504
3,625,74.0,0.3,12,506
3,625,74.0,0.3,12,508
3,625,74.0,0.3,12,510
3,625,74.0,0.3,12,512
3,625,74.0,0.3,12,514
3,625,74.0,0.3,12,516
3,625,74.0,0.3,12,518
3,625,74.0,0.3,12,520
3,625,74.0,0.3,12,522
3,625,74.0,0.3,12,524
3,625,74.0,0.3,12,526
3,625,74.0,0.3,12,528
3,625,74.0,0.3,12,530
3,625,74.0,0.3,12,532
3,625,74.0,0.3,12,534
3,625,74.0,0.3,12,536
3,625,74.0,0.3,12,538
3,625,74.0,0.3,12,540
3,625,74.0,0.3,12,542
3,625,74.0,0.3,12,544
3,625,74.0,0.3,12,546
3,625,74.0,0.3,12,548
3,625,74.0,0.3,12,550
3,625,74.0,0.3,12,552
3,625,74.0,0.3,12,554
3,625,74.0,0.3,12,556
3,625,74.0,0.3,12,558
3,625,74.0,0.3,12,560
3,625,74.0,0.3,12,562
3,625,74.0,0.3,12,564
3,625,74.0,0.3,12,566
3,625,74.0,0.3,12,568
3,625,74.0,0.3,12,570
3,625,74.0,0.3,12,572
3,625,74.0,0.3,12,574
3,625,74.0,0.3,12,576
3,625,74.0,0.3,12,578
3,625,74.0,0.3,12,580
3,625,74.0,0.3,12,582
3,625,74.0,0.3,12,584
3,625,74.0,0.3,12,586
3,625,74.0,0.3,12,588
3,625,74.0,0.3,12,590
3,625,74.0,0.3,12,592
3,625,74.0,0.3,12,594
3,625,74.0,0.3,12,596
3,625,74.0,0.3,12,598
3,625,74.0,0.3,12,600
3,625,74.0,0.3,12,602
3,625,74.0,0.3,12,604
3,625,74.0,0.3,12,606
3,625,74.0,0.3,12,608
3,625,74.0,0.3,12,610
3,625,74.0,0.3,12,612
3,625,74.0,0.3,12,614
3,625,74.0,0.3,12,616
3,625,74.0,0.3,12,618
3,625,74.0,0.3,12,620
3,625,74.0,0.3,12,622
3,625,74.0,0.3,12,624
3,625,74.0,0.3,12,626
3,625,74.0,0.3,12,628
3,625,74.0,0.3,12,630
3,625,74.0,0.3,12,632
3,625,74.0,0.3,12,634
3,625,74.0,0.3,12,636
3,625,74.0,0.3,12,638
3,625,74.0,0.3,12,640
3,625,74.0,0.3,12,642
3,625,74.0,0.3,12,644
3,625,74.0,0.3,12,646
3,625,74.0,0.3,12,648
3,625,74.0,0.3,12,650
3,625,74.0,0.3,12,652
3,625,74.0,0.3,12,654
3,625,74.0,0.3,12,656
3,625,74.0,0.3,12,658
3,625,74.0,0.3,12,660
3,625,74.0,0.3,12,662
3,625,74.0,0.3,12,664
3,625,74.0,0.3,12,666
3,625,74.0,0.3,12,668
3,625,74.0,0.3,12,670
3,625,74.0,0.3,12,672
3,625,74.0,0.3,12,674
3,625,74.0,0.3,12,676
3,625,74.0,0.3,12,678
3,625,74.0,0.3,12,680
3,625,73.88804841149773,0.3,12,682
3,625,73.77609682299546,0.3,12,684
3,625,73.66414523449319,0.3,12,686
3,625,73.55219364599093,0.3,12,688
3,625,73.44024205748866,0.3,12,690
3,625,73.32829046898638,0.3,12,692
3,625,73.21633888048412,0.3,12,694
3,625,73.10438729198185,0.3,12,696
3,625,72.99243570347957,0.3,12,698
3,625,72.8804841149773,0.3,12,700
3,625,72.76853252647504,0.3,12,702
3,625,72.65658093797276,0.3,12,704
3,625,72.5446293494705,0.3,12,706
3,625,72.43267776096823,0.3,12,708
3,625,72.32072617246597,0.3,12,710
3,625,72.20877458396369,0.3,12,712
3,625,72.09682299546142,0.3,12,714
3,625,71.98487140695916,0.3,12,716
3,625,71.87291981845688,0.3,12,718
3,625,71.76096822995461,0.3,12,720
3,625,71.64901664145235,0.3,12,722
3,625,71.53706505295007,0.3,12,724
3,625,71.4251134644478,0.3,12,726
3,625,71.31316187594554,0.3,12,728
3,625,71.20121028744327,0.3,12,730
3,625,71.089258698941,0.3,12,732
3,625,70.97730711043873,0.3,12,734
3,625,70.86535552193646,0.3,12,736
3,625,70.75340393343419,0.3,12,738
3,625,70.64145234493192,0.3,12,740
3,625,70.52950075642966,0.3,12,742
3,625,70.41754916792738,0.3,12,744
3,625,70.30559757942511,0.3,12,746
3,625,70.19364599092285,0.3,12,748
3,625,70.08169440242058,0.3,12,750
3,625,69.9697428139183,0.3,12,752
3,625,69.85779122541604,0.3,12,754
3,625,69.74583963691377,0.3,12,756
3,625,69.63388804841149,0.3,12,758
3,625,69.52193645990923,0.3,12,760
3,625,69.40998487140696,0.3,12,762
3,625,69.2980332829047,0.3,12,764
3,625,69.18608169440242,0.3,12,766
3,625,69.07413010590015,0.3,12,768
3,625,68.96217851739789,0.3,12,770
3,625,68.85022692889561,0.3,12,772
3,625,68.73827534039334,0.3,12,774
3,625,68.62632375189108,0.3,12,776
3,625,68.5143721633888,0.3,12,778
3,625,68.40242057488653,0.3,12,780
3,625,68.29046898638427,0.3,12,782
3,625,68.17851739788199,0.3,12,784
3,625,68.06656580937972,0.3,12,786
3,625,67.95461422087746,0.3,12,788
3,625,67.8426626323752,0.3,12,790
3,625,67.73071104387292,0.3,12,792
3,625,67.61875945537065,0.3,12,794
3,625,67.50680786686839,0.3,12,796
3,625,67.3948562783661,0.3,12,798
3,625,67.28290468986384,0.3,12,800
3,625,67.17095310136158,0.3,12,802
3,625,67.05900151285931,0.3,12,804
3,625,66.94704992435703,0.3,12,806
3,625,66.83509833585477,0.3,12,808
3,625,66.7231467473525,0.3,12,810
3,625,66.61119515885022,0.3,12,812
3,625,66.49924357034796,0.3,12,814
3,625,66.38729198184569,0.3,12,816
3,625,66.27534039334341,0.3,12,818
3,625,66.16338880484115,0.3,12,820
3,625,66.05143721633888,0.3,12,822
3,625,65.9394856278366,0.3,12,824
3,625,65.82753403933434,0.3,12,826
3,625,65.71558245083207,0.3,12,828
3,625,65.60363086232981,0.3,12,830
3,625,65.49167927382753,0.3,12,832
3,625,65.37972768532526,0.3,12,834
3,625,65.267776096823,0.3,12,836
3,625,65.15582450832073,0.3,12,838
3,625,65.04387291981845,0.3,12,840
3,625,64.93192133131619,0.3,12,842
3,625,64.81996974281392,0.3,12,844
3,625,64.70801815431165,0.3,12,846
3,625,64.59606656580938,0.3,12,848
3,625,64.48411497730712,0.3,12,850
3,625,64.37216338880484,0.3,12,852
3,625,64.26021180030257,0.3,12,854
3,625,64.1482602118003,0.3,12,856
3,625,64.03630862329803,0.3,12,858
3,625,63.92435703479576,0.3,12,860
3,625,63.812405446293496,0.3,12,862
3,625,63.700453857791224,0.3,12,864
3,625,63.58850226928895,0.3,12,866
3,625,63.47655068078669,0.3,12,868
3,625,63.36459909228442,0.3,12,870
3,625,63.25264750378215,0.3,12,872
3,625,63.14069591527988,0.3,12,874
3,625,63.02874432677761,0.3,12,876
3,625,62.91679273827534,0.3,12,878
3,625,62.80484114977307,0.3,12,880
3,625,62.6928895612708,0.3,12,882
3,625,62.58093797276853,0.3,12,884
3,625,62.468986384266266,0.3,12,886
3,625,62.357034795763994,0.3,12,888
3,625,62.24508320726173,0.3,12,890
3,625,62.13313161875946,0.3,12,892
3,625,62.021180030257185,0.3,12,894
3,625,61.90922844175492,0.3,12,896
3,625,61.79727685325265,0.3,12,898
3,625,61.685325264750375,0.3,12,900
3,625,61.57337367624811,0.3,12,902
3,625,61.46142208774584,0.3,12,904
3,625,61.34947049924357,0.3,12,906
3,625,61.2375189107413,0.3,12,908
3,625,61.125567322239036,0.3,12,910
3,625,61.01361573373676,0.3,12,912
3,625,60.90166414523449,0.3,12,914
3,625,60.789712556732226,0.3,12,916
3,625,60.677760968229954,0.3,12,918
3,625,60.56580937972768,0.3,12,920
3,625,60.45385779122542,0.3,12,922
3,625,60.341906202723145,0.3,12,924
3,625,60.22995461422088,0.3,12,926
3,625,60.11800302571861,0.3,12,928
3,625,60.00605143721634,0.3,12,930
3,625,59.89409984871407,0.3,12,932
3,625,59.7821482602118,0.3,12,934
3,625,59.67019667170953,0.3,12,936
3,625,59.55824508320726,0.3,12,938
3,625,59.44629349470499,0.3,12,940
3,625,59.334341906202724,0.3,12,942
3,625,59.22239031770045,0.3,12,944
3,625,59.11043872919819,0.3,12,946
3,625,58.998487140695914,0.3,12,948
3,625,58.88653555219365,0.3,12,950
3,625,58.77458396369138,0.3,12,952
3,625,58.662632375189105,0.3,12,954
3,625,58.55068078668684,0.3,12,956
3,625,58.43872919818457,0.3,12,958
3,625,58.326777609682296,0.3,12,960
3,625,58.21482602118003,0.3,12,962
3,625,58.102874432677766,0.3,12,964
3,625,57.99092284417549,0.3,12,966
3,625,57.87897125567322,0.3,12,968
3,625,57.767019667170956,0.3,12,970
3,625,57.655068078668684,0.3,12,972
3,625,57.54311649016641,0.3,12,974
3,625,57.43116490166415,0.3,12,976
3,625,57.319213313161875,0.3,12,978
3,625,57.2072617246596,0.3,12,980
3,625,57.09531013615734,0.3,12,982
3,625,56.98335854765507,0.3,12,984
3,625,56.8714069591528,0.3,12,986
3,625,56.75945537065053,0.3,12,988
3,625,56.64750378214826,0.3,12,990
3,625,56.53555219364599,0.3,12,992
3,625,56.42360060514372,0.3,12,994
3,625,56.311649016641454,0.3,12,996
3,625,56.19969742813919,0.3,12,998
3,625,56.08774583963691,0.3,12,1000
3,625,55.975794251134644,0.3,12,1002
3,625,55.86384266263238,0.3,12,1004
3,625,55.75189107413011,0.3,12,1006
3,625,55.639939485627835,0.3,12,1008
3,625,55.52798789712557,0.3,12,1010
3,625,55.4160363086233,0.3,12,1012
3,625,55.304084720121025,0.3,12,1014
3,625,55.19213313161876,0.3,12,1016
3,625,55.080181543116495,0.3,12,1018
3,625,54.968229954614216,0.3,12,1020
3,625,54.85627836611195,0.3,12,1022
3,625,54.744326777609686,0.3,12,1024
3,625,54.632375189107414,0.3,12,1026
3,625,54.52042360060514,0.3,12,1028
3,625,54.40847201210288,0.3,12,1030
3,625,54.296520423600604,0.3,12,1032
3,625,54.18456883509833,0.3,12,1034
3,625,54.07261724659607,0.3,12,1036
3,625,53.9606656580938,0.3,12,1038
3,625,53.84871406959153,0.3,12,1040
3,625,53.73676248108926,0.3,12,1042
3,625,53.62481089258699,0.3,12,1044
3,625,53.51285930408472,0.3,12,1046
3,625,53.40090771558245,0.3,12,1048
3,625,53.28895612708018,0.3,12,1050
3,625,53.17700453857791,0.3,12,1052
3,625,53.06505295007564,0.3,12,1054
3,625,52.953101361573374,0.3,12,1056
3,625,52.84114977307111,0.3,12,1058
3,625,52.72919818456884,0.3,12,1060
3,625,52.617246596066565,0.3,12,1062
3,625,52.5052950075643,0.3,12,1064
3,625,52.39334341906203,0.3,12,1066
3,625,52.281391830559755,0.3,12,1068
3,625,52.16944024205749,0.3,12,1070
3,625,52.05748865355522,0.3,12,1072
3,625,51.945537065052946,0.3,12,1074
3,625,51.83358547655068,0.3,12,1076
3,625,51.721633888048416,0.3,12,1078
3,625,51.609682299546144,0.3,12,1080
3,625,51.49773071104387,0.3,12,1082
3,625,51.38577912254161,0.3,12,1084
3,625,51.273827534039334,0.3,12,1086
3,625,51.16187594553706,0.3,12,1088
3,625,51.0499243570348,0.3,12,1090
3,625,50.93797276853253,0.3,12,1092
3,625,50.82602118003025,0.3,12,1094
3,625,50.71406959152799,0.3,12,1096
3,625,50.60211800302572,0.3,12,1098
3,625,50.49016641452345,0.3,12,1100
3,625,50.37821482602118,0.3,12,1102
3,625,50.26626323751891,0.3,12,1104
3,625,50.15431164901664,0.3,12,1106
3,625,50.04236006051437,0.3,12,1108
3,625,49.930408472012104,0.3,12,1110
3,625,49.81845688350984,0.3,12,1112
3,625,49.70650529500756,0.3,12,1114
3,625,49.594553706505295,0.3,12,1116
3,625,49.48260211800303,0.3,12,1118
3,625,49.37065052950076,0.3,12,1120
3,625,49.258698940998485,0.3,12,1122
3,625,49.14674735249622,0.3,12,1124
3,625,49.03479576399395,0.3,12,1126
3,625,48.922844175491676,0.3,12,1128
3,625,48.81089258698941,0.3,12,1130
3,625,48.698940998487146,0.3,12,1132
3,625,48.586989409984874,0.3,12,1134
3,625,48.4750378214826,0.3,12,1136
3,625,48.363086232980336,0.3,12,1138
3,625,48.251134644478064,0.3,12,1140
3,625,48.13918305597579,0.3,12,1142
3,625,48.02723146747353,0.3,12,1144
3,625,47.915279878971255,0.3,12,1146
3,625,47.80332829046898,0.3,12,1148
3,625,47.69137670196672,0.3,12,1150
3,625,47.57942511346445,0.3,12,1152
3,625,47.46747352496218,0.3,12,1154
3,625,47.35552193645991,0.3,12,1156
3,625,47.24357034795764,0.3,12,1158
3,625,47.13161875945537,0.3,12,1160
3,625,47.0196671709531,0.3,12,1162
3,625,46.907715582450834,0.3,12,1164
3,625,46.79576399394856,0.3,12,1166
3,625,46.68381240544629,0.3,12,1168
3,625,46.571860816944024,0.3,12,1170
3,625,46.45990922844176,0.3,12,1172
3,625,46.34795763993949,0.3,12,1174
3,625,46.236006051437215,0.3,12,1176
3,625,46.12405446293495,0.3,12,1178
3,625,46.01210287443268,0.3,12,1180
3,625,45.900151285930406,0.3,12,1182
3,625,45.78819969742814,0.3,12,1184
3,625,45.676248108925876,0.3,12,1186
3,625,45.564296520423596,0.3,12,1188
3,625,45.45234493192133,0.3,12,1190
3,625,45.340393343419066,0.3,12,1192
3,625,45.228441754916794,0.3,12,1194
3,625,45.11649016641452,0.3,12,1196
3,625,45.00453857791226,0.3,12,1198
3,625,44.892586989409985,0.3,12,1200
3,625,44.78063540090771,0.3,12,1202
3,625,44.66868381240545,0.3,12,1204
3,625,44.55673222390318,0.3,12,1206
3,625,44.4447806354009,0.3,12,1208
3,625,44.33282904689864,0.3,12,1210
3,625,44.22087745839637,0.3,12,1212
3,625,44.1089258698941,0.3,12,1214
3,625,43.99697428139183,0.3,12,1216
3,625,43.885022692889564,0.3,12,1218
3,625,43.77307110438729,0.3,12,1220
3,625,43.66111951588502,0.3,12,1222
3,625,43.549167927382754,0.3,12,1224
3,625,43.43721633888049,0.3,12,1226
3,625,43.32526475037822,0.3,12,1228
3,625,43.213313161875945,0.3,12,1230
3,625,43.10136157337368,0.3,12,1232
3,625,42.98940998487141,0.3,12,1234
3,625,42.877458396369136,0.3,12,1236
3,625,42.76550680786687,0.3,12,1238
3,625,42.6535552193646,0.3,12,1240
3,625,42.541603630862326,0.3,12,1242
3,625,42.42965204236006,0.3,12,1244
3,625,42.317700453857796,0.3,12,1246
3,625,42.205748865355524,0.3,12,1248
3,625,42.09379727685325,0.3,12,1250
3,625,41.98184568835099,0.3,12,1252
3,625,41.869894099848715,0.3,12,1254
3,625,41.75794251134644,0.3,12,1256
3,625,41.64599092284418,0.3,12,1258
3,625,41.534039334341905,0.3,12,1260
3,625,41.42208774583964,0.3,12,1262
3,625,41.31013615733737,0.3,12,1264
3,625,41.198184568835096,0.3,12,1266
3,625,41.08623298033283,0.3,12,1268
3,625,40.97428139183056,0.3,12,1270
3,625,40.862329803328294,0.3,12,1272
3,625,40.75037821482602,0.3,12,1274
3,625,40.63842662632375,0.3,12,1276
3,625,40.526475037821484,0.3,12,1278
3,625,40.41452344931921,0.3,12,1280
3,625,40.30257186081695,0.3,12,1282
3,625,40.190620272314675,0.3,12,1284
3,625,40.07866868381241,0.3,12,1286
3,625,39.96671709531014,0.3,12,1288
3,625,39.854765506807865,0.3,12,1290
3,625,39.7428139183056,0.3,12,1292
3,625,39.63086232980333,0.3,12,1294
3,625,39.51891074130106,0.3,12,1296
3,625,39.40695915279879,0.3,12,1298
3,625,39.29500756429652,0.3,12,1300
3,625,39.183055975794254,0.3,12,1302
3,625,39.07110438729198,0.3,12,1304
3,625,38.95915279878972,0.3,12,1306
3,625,38.847201210287444,0.3,12,1308
3,625,38.73524962178517,0.3,12,1310
3,625,38.62329803328291,0.3,12,1312
3,625,38.511346444780635,0.3,12,1314
3,625,38.39939485627837,0.3,12,1316
3,625,38.2874432677761,0.3,12,1318
3,625,38.175491679273826,0.3,12,1320
3,625,38.06354009077156,0.3,12,1322
3,625,37.95158850226929,0.3,12,1324
3,625,37.83963691376702,0.3,12,1326
3,625,37.72768532526475,0.3,12,1328
3,625,37.61573373676248,0.3,12,1330
3,625,37.503782148260214,0.3,12,1332
3,625,37.39183055975794,0.3,12,1334
3,625,37.27987897125568,0.3,12,1336
3,625,37.167927382753405,0.3,12,1338
3,625,37.05597579425113,0.3,12,1340
3,625,36.94402420574887,0.3,12,1342
3,625,36.832072617246595,0.3,12,1344
3,625,36.72012102874433,0.3,12,1346
3,625,36.60816944024206,0.3,12,1348
3,625,36.496217851739786,0.3,12,1350
3,625,36.38426626323752,0.3,12,1352
3,625,36.27231467473525,0.3,12,1354
3,625,36.160363086232984,0.3,12,1356
3,625,36.04841149773071,0.3,12,1358
3,625,35.93645990922844,0.3,12,1360
3,625,35.824508320726174,0.3,12,1362
3,625,35.7125567322239,0.3,12,1364
3,625,35.60060514372164,0.3,12,1366
3,625,35.488653555219365,0.3,12,1368
3,625,35.37670196671709,0.3,12,1370
3,625,35.26475037821483,0.3,12,1372
3,625,35.152798789712556,0.3,12,1374
3,625,35.04084720121029,0.3,12,1376
3,625,34.92889561270802,0.3,12,1378
3,625,34.81694402420575,0.3,12,1380
3,625,34.70499243570348,0.3,12,1382
3,625,34.59304084720121,0.3,12,1384
3,625,34.481089258698944,0.3,12,1386
3,625,34.36913767019667,0.3,12,1388
3,625,34.25718608169441,0.3,12,1390
3,625,34.145234493192135,0.3,12,1392
3,625,34.03328290468986,0.3,12,1394
3,625,33.9213313161876,0.3,12,1396
3,625,33.809379727685325,0.3,12,1398
3,625,33.69742813918306,0.3,12,1400
3,625,33.58547655068079,0.3,12,1402
3,625,33.473524962178516,0.3,12,1404
3,625,33.36157337367625,0.3,12,1406
3,625,33.24962178517398,0.3,12,1408
3,625,33.13767019667171,0.3,12,1410
3,625,33.02571860816944,0.3,12,1412
3,625,32.91376701966717,0.3,12,1414
3,625,32.801815431164904,0.3,12,1416
3,625,32.68986384266263,0.3,12,1418
3,625,32.57791225416037,0.3,12,1420
3,625,32.465960665658095,0.3,12,1422
3,625,32.35400907715582,0.3,12,1424
3,625,32.24205748865356,0.3,12,1426
3,625,32.130105900151285,0.3,12,1428
3,625,32.01815431164902,0.3,12,1430
3,625,31.906202723146748,0.3,12,1432
3,625,31.794251134644476,0.3,12,1434
3,625,31.68229954614221,0.3,12,1436
3,625,31.57034795763994,0.3,12,1438
3,625,31.458396369137674,0.3,12,1440
3,625,31.3464447806354,0.3,12,1442
3,625,31.23449319213313,0.3,12,1444
3,625,31.122541603630864,0.3,12,1446
3,625,31.010590015128592,0.3,12,1448
3,625,30.898638426626327,0.3,12,1450
3,625,30.786686838124055,0.3,12,1452
3,625,30.674735249621783,0.3,12,1454
3,625,30.562783661119518,0.3,12,1456
3,625,30.450832072617246,0.3,12,1458
3,625,30.33888048411498,0.3,12,1460
3,625,30.22692889561271,0.3,12,1462
3,625,30.114977307110436,0.3,12,1464
3,625,30.00302571860817,0.3,12,1466
3,625,29.8910741301059,0.3,12,1468
3,625,29.779122541603634,0.3,12,1470
3,625,29.667170953101362,0.3,12,1472
3,625,29.555219364599097,0.3,12,1474
3,625,29.443267776096825,0.3,12,1476
3,625,29.331316187594553,0.3,12,1478
3,625,29.219364599092287,0.3,12,1480
3,625,29.107413010590015,0.3,12,1482
3,625,28.99546142208775,0.3,12,1484
3,625,28.883509833585478,0.3,12,1486
3,625,28.771558245083206,0.3,12,1488
3,625,28.65960665658094,0.3,12,1490
3,625,28.54765506807867,0.3,12,1492
3,625,28.435703479576404,0.3,12,1494
3,625,28.32375189107413,0.3,12,1496
3,625,28.21180030257186,0.3,12,1498
3,625,28.099848714069594,0.3,12,1500
3,625,27.987897125567322,0.3,12,1502
3,625,27.875945537065057,0.3,12,1504
3,625,27.763993948562785,0.3,12,1506
3,625,27.652042360060513,0.3,12,1508
3,625,27.540090771558248,0.3,12,1510
3,625,27.428139183055976,0.3,12,1512
3,625,27.31618759455371,0.3,12,1514
3,625,27.20423600605144,0.3,12,1516
3,625,27.092284417549166,0.3,12,1518
3,625,26.9803328290469,0.3,12,1520
3,625,26.86838124054463,0.3,12,1522
3,625,26.756429652042364,0.3,12,1524
3,625,26.64447806354009,0.3,12,1526
3,625,26.53252647503782,0.3,12,1528
3,625,26.420574886535555,0.3,12,1530
3,625,26.308623298033282,0.3,12,1532
3,625,26.196671709531017,0.3,12,1534
3,625,26.084720121028745,0.3,12,1536
3,625,25.972768532526473,0.3,12,1538
3,625,25.860816944024208,0.3,12,1540
3,625,25.748865355521936,0.3,12,1542
3,625,25.63691376701967,0.3,12,1544
3,625,25.5249621785174,0.3,12,1546
3,625,25.413010590015126,0.3,12,1548
3,625,25.30105900151286,0.3,12,1550
3,625,25.18910741301059,0.3,12,1552
3,625,25.077155824508324,0.3,12,1554
3,625,24.965204236006052,0.3,12,1556
3,625,24.85325264750378,0.3,12,1558
3,625,24.741301059001515,0.3,12,1560
3,625,24.629349470499243,0.3,12,1562
3,625,24.517397881996978,0.3,12,1564
3,625,24.405446293494705,0.3,12,1566
3,625,24.29349470499244,0.3,12,1568
3,625,24.181543116490168,0.3,12,1570
3,625,24.069591527987896,0.3,12,1572
3,625,23.95763993948563,0.3,12,1574
3,625,23.84568835098336,0.3,12,1576
3,625,23.733736762481094,0.3,12,1578
3,625,23.62178517397882,0.3,12,1580
3,625,23.50983358547655,0.3,12,1582
3,625,23.397881996974284,0.3,12,1584
3,625,23.285930408472012,0.3,12,1586
3,625,23.173978819969747,0.3,12,1588
3,625,23.062027231467475,0.3,12,1590
3,625,22.950075642965203,0.3,12,1592
3,625,22.838124054462938,0.3,12,1594
3,625,22.726172465960666,0.3,12,1596
3,625,22.6142208774584,0.3,12,1598
3,625,22.50226928895613,0.3,12,1600
3,625,22.390317700453856,0.3,12,1602
3,625,22.27836611195159,0.3,12,1604
3,625,22.16641452344932,0.3,12,1606
3,625,22.054462934947054,0.3,12,1608
3,625,21.942511346444782,0.3,12,1610
3,625,21.83055975794251,0.3,12,1612
3,625,21.718608169440245,0.3,12,1614
3,625,21.606656580937972,0.3,12,1616
3,625,21.494704992435707,0.3,12,1618
3,625,21.382753403933435,0.3,12,1620
3,625,21.270801815431163,0.3,12,1622
3,625,21.158850226928898,0.3,12,1624
3,625,21.046898638426626,0.3,12,1626
3,625,20.93494704992436,0.3,12,1628
3,625,20.82299546142209,0.3,12,1630
3,625,20.711043872919817,0.3,12,1632
3,625,20.59909228441755,0.3,12,1634
3,625,20.48714069591528,0.3,12,1636
3,625,20.375189107413014,0.3,12,1638
3,625,20.263237518910742,0.3,12,1640
3,625,20.15128593040847,0.3,12,1642
3,625,20.039334341906205,0.3,12,1644
3,625,19.927382753403933,0.3,12,1646
3,625,19.815431164901668,0.3,12,1648
3,625,19.703479576399396,0.3,12,1650
3,625,19.591527987897123,0.3,12,1652
3,625,19.47957639939486,0.3,12,1654
3,625,19.367624810892586,0.3,12,1656
3,625,19.25567322239032,0.3,12,1658
3,625,19.14372163388805,0.3,12,1660
3,625,19.031770045385784,0.3,12,1662
3,625,18.91981845688351,0.3,12,1664
3,625,18.80786686838124,0.3,12,1666
3,625,18.695915279878975,0.3,12,1668
3,625,18.583963691376702,0.3,12,1670
3,625,18.472012102874437,0.3,12,1672
3,625,18.360060514372165,0.3,12,1674
3,625,18.248108925869893,0.3,12,1676
3,625,18.136157337367628,0.3,12,1678
3,625,18.024205748865356,0.3,12,1680
3,625,17.91225416036309,0.3,12,1682
3,625,17.80030257186082,0.3,12,1684
3,625,17.688350983358546,0.3,12,1686
3,625,17.57639939485628,0.3,12,1688
3,625,17.46444780635401,0.3,12,1690
3,625,17.352496217851744,0.3,12,1692
3,625,17.240544629349472,0.3,12,1694
3,625,17.1285930408472,0.3,12,1696
3,625,17.016641452344935,0.3,12,1698
3,625,16.904689863842663,0.3,12,1700
3,625,16.792738275340398,0.3,12,1702
3,625,16.680786686838125,0.3,12,1704
3,625,16.568835098335853,0.3,12,1706
3,625,16.456883509833588,0.3,12,1708
3,625,16.344931921331316,0.3,12,1710
3,625,16.23298033282905,0.3,12,1712
3,625,16.12102874432678,0.3,12,1714
3,625,16.009077155824507,0.3,12,1716
3,625,15.897125567322242,0.3,12,1718
3,625,15.78517397881997,0.3,12,1720
3,625,15.673222390317704,0.3,12,1722
3,625,15.561270801815432,0.3,12,1724
3,625,15.44931921331316,0.3,12,1726
3,625,15.337367624810895,0.3,12,1728
3,625,15.225416036308623,0.3,12,1730
3,625,15.113464447806358,0.3,12,1732
3,625,15.001512859304086,0.3,12,1734
3,625,14.889561270801813,0.3,12,1736
3,625,14.777609682299548,0.3,12,1738
3,625,14.665658093797276,0.3,12,1740
3,625,14.553706505295011,0.3,12,1742
3,625,14.441754916792739,0.3,12,1744
3,625,14.329803328290467,0.3,12,1746
3,625,14.217851739788202,0.3,12,1748
